gene	avgTPM	avgFPKM
P4hb	203.075	346.46
Arhgdia	44.69	75.34
Ints4	8.6	14.6
Alyref	75.365	127.51
Anapc11	19.955	33.9
Pcyt2	28.33	49.21
Sirt7	6.575	11.25
Tollip	5.925	10.04
Pycr1	4.245	7.235
Myadml2	0.06	0.11
Aspscr1	24.555	42.395
Cenpx	11.395	19.43
Lrrc45	9.805	17.035
Mob2	5.525	9.41
Cbr2	0.02	0.035
Maged1	32.97	56.26
Fasn	37.455	63.99
Arhgap19	6.785	11.575
Dus1l	24.165	41.38
Gps1	69.135	118.69
Zdhhc16	10.8	18.445
Rfng	4.91	8.46
Mms19	16.03	27.61
Slc16a3	86.905	150.935
Csnk1d	12.13	20.6
Cd7	0.095	0.165
Sectm1a	0.01	0.015
Ogfod3	4.115	7.085
Rab40b	0.03	0.05
Ubtd1	3.455	5.855
Ankrd2	0.065	0.105
Wdr45b	13.39	22.62
Fn3k	0.04	0.06
Hoga1	0.255	0.45
Pi4k2a	4.055	6.92
R3hcc1l	1.55	2.63
Loxl4	0.92	1.56
Hps1	3.27	5.62
Cnnm1	0.25	0.43
Got1	16.51	28.115
Entpd7	2.335	3.97
Cutc	0.685	1.165
Abcc2	0.57	0.99
Dnmbp	1.32	2.255
Cpn1	2.45	4.175
Cyp2c23	0.105	0.19
Erlin1	4.65	7.915
Chuk	11.595	19.74
Cwf19l1	2.07	3.53
Bloc1s2-ps	0.715	1.19
Scd3	0.1	0.17
Scd2	58.31	99.255
Ndufb8	102.005	175.09
Sema4g	0.775	1.33
Mrpl43	12.175	20.65
Twnk	4.835	8.245
Sfxn3	1.08	1.815
Kazald1	0.2	0.335
Tlx1	0.065	0.11
Lbx1	0.04	0.07
Btrc	1.28	2.185
Poll	3.085	5.29
Fgf8	0.28	0.475
Mgea5	10.895	18.495
Kcnip2	0.425	0.75
Ldb1	34.405	59.45
Gbf1	6.13	10.465
Nfkb2	2.535	4.315
Fbxl15	1.665	2.84
Mfsd13a	3.035	5.26
Actr1a	15.78	26.71
Pitx3	0.03	0.055
Sufu	2.555	4.335
Hexa	12.145	20.88
Arih1	16.87	28.835
Bbs4	1.25	2.135
Adpgk	14.43	24.805
Parp6	1.12	1.91
Limd1	3.015	5.105
Sacm1l	4.225	7.165
Fyco1	2.095	3.605
Slc6a20b	0.035	0.05
Lztfl1	3.875	6.585
Tbl1x	7.345	12.5
Zfhx4	0.08	0.135
Ribc1	1.265	2.145
Hsd17b10	16.96	29.12
Huwe1	68.41	116.98
Fam120c	0.505	0.87
Tsr2	3.63	6.17
Fgd1	10.815	18.455
Gnl3l	12.48	21.17
Maged2	9.7	16.45
Apex2	4.195	7.14
Alas2	0.545	0.94
Pfkfb1	1.84	3.135
Tro	8.065	13.825
Abhd6	3.03	5.195
Flnb	77.685	132.785
Dnase1l3	0.01	0.02
Polr3a	10.905	18.68
Sat1	18.195	30.435
Acot9	11.175	18.9
4933436I01Rik	0	0
Prdx4	53.96	92.395
Rps24	520.495	884.46
Ptprj	3.03	5.235
Banp	13.225	22.655
Car5a	0.055	0.095
Jph3	0.25	0.44
Itgb8	0.08	0.14
Sp4	1.275	2.175
Atp10a	1.99	3.435
Ube3a	14.525	24.715
Padi3	0.295	0.51
Padi1	0.025	0.05
Padi4	0.4	0.68
Kdm5c	28.165	48.255
Gpr143	0.135	0.23
Sbds	11.605	19.7
Rabgef1	3.775	6.45
Mettl7b	0.095	0.16
Itga7	2.32	3.895
Rdh5	1.14	1.92
Cd63	49.785	84.1
Gdf11	0.835	1.41
Ormdl2	14.67	25.08
Dnajc14	6.445	10.97
Mmp19	0.145	0.235
Dgka	3.035	5.235
Cdk2	7.61	12.985
Pmel	5.35	9.4
Rps26	664.445	1126.77
Pa2g4	34.925	59.31
Esyt1	20.065	34.845
Smarcc2	2.43	4.145
Cdh9	0.24	0.41
Chmp6	11.255	19.275
Baiap2	4.825	8.21
Rnf41	5.57	9.49
Nabp2	5.685	9.72
Aatk	0.365	0.63
Tepsin	6.615	11.38
Fscn2	0.075	0.13
Cnpy2	39.685	67.915
Il23a	1.01	1.74
Faap100	5.865	10.02
Pde6g	0.005	0.01
Mip	0.98	1.715
Atp5b	372.31	633.085
Prim1	12.36	20.96
Hsd17b6	0.015	0.025
Tac2	0.085	0.15
Myo1a	0.285	0.49
Nab2	2.575	4.415
Shmt2	24.94	42.76
R3hdm2	5.56	9.47
Inhbc	0.155	0.275
Gli1	4.65	8.155
Ddit3	4.41	7.495
Mbd6	3.495	5.98
Dctn2	22.2	37.83
Ttc4	9.75	16.635
Pip4k2c	8.775	15.015
Bsnd	0.01	0.02
Katnal2	0.71	1.225
Hdhd2	8.695	14.605
Agap2	0.21	0.37
Pias2	16.135	27.385
St8sia5	0.29	0.5
Rnf165	1.95	3.365
Atp5a1	166.855	283.935
Pstpip2	0.34	0.585
Crisp1	0.2	0.35
Avil	0.05	0.085
Crisp3	0.005	0.01
Atp23	2.505	4.265
Usp33	6.365	10.83
Clns1a	38.655	65.725
Gm9752	0.07	0.125
Paip1	4.74	7.97
Nnt	5.925	10.14
Cd163l1	0	0.005
Paox	3.695	6.34
Echs1	11.11	19.06
Fuom	1.9	3.28
Prap1	0.09	0.145
Caly	0.035	0.06
Msx3	0.045	0.08
Zfp511	4.47	7.635
Adam8	1.7	2.89
Tubgcp2	5.2	8.855
Adgra1	0.055	0.09
Inpp5a	1.965	3.34
Dpysl4	0.955	1.62
Cyp2e1	0.01	0.015
Syce1	3.54	5.955
Urah	5.16	8.9
Odf3	0.015	0.025
Bet1l	4.965	8.515
Ric8a	14.815	25.52
Sirt3	3.7	6.37
Psmd13	34.59	58.66
Cox8b	0.03	0.055
Ifitm5	2.615	4.545
Ifitm1	87.63	152.25
Ifitm3	98.665	170.48
Sigirr	5.32	9.32
Ptdss2	13.935	23.89
Drd4	0.24	0.41
Cdhr5	0.025	0.04
Irf7	0.195	0.335
Hras	27.015	46.065
Lmntd2	1.035	1.79
Taldo1	73.205	125.605
Eps8l2	2.01	3.415
Tmem80	1.835	3.11
Pidd1	6.115	10.545
Rplp2	758.98	1303.875
Pnpla2	2.645	4.49
Cd151	44.775	76.445
Tspan4	18.33	31.45
Chid1	8.31	14.27
Muc2	0.28	0.485
Tktl2	0.43	0.73
Tmem192	2.42	4.115
Apool	3.25	5.515
Satl1	0	0
2010106E10Rik	0.005	0.01
Zfp711	0.145	0.24
Chm	3.11	5.265
Crcp	5.555	9.365
Asl	5.565	9.54
Gusb	8.74	15.135
Phkg1	1.125	1.925
Sumf2	20.36	34.905
Tm9sf2	22.075	38.045
Clybl	0.92	1.605
Fgf14	0.015	0.025
Farp1	1.8	3.06
Slc15a1	1.745	3.05
Dock9	1.7	2.93
Tnrc6c	5.6	9.65
Tmc6	11.905	20.7
6030468B19Rik	0.01	0.025
Tk1	17.135	29.135
Cant1	11.515	19.75
Rbfox3	0.115	0.205
Cbx2	2.84	4.825
Cbx8	0.26	0.435
Gaa	19.065	32.935
Eif4a3	77.67	131.765
Nptx1	0.17	0.29
Rptor	13.055	22.26
Pde8a	0.39	0.655
Cpeb1	0.87	1.455
Nat1	0.13	0.22
Tma16	14.735	24.96
Dach2	0.135	0.23
Klhl4	0	0.01
Zfp202	0.46	0.78
Copg2	8.225	14
Podxl	5.79	9.915
Mkln1	16.455	27.73
Map3k7cl	0	0
Bach1	4.05	6.87
Cct8	70.585	119.35
Usp16	10.385	17.675
Phf6	2.775	4.705
Hprt	0.235	0.39
Gm7628	0.05	0.08
Ccdc51	2.11	3.56
Atrip	4.14	7.12
Shisa5	8.93	15.235
Pfkfb4	0.525	0.895
Col7a1	3.405	5.75
Uqcrc1	81.985	140.43
Tmem89	0.075	0.13
Arhgef9	0.38	0.635
Cnksr2	0.125	0.215
Rps6ka6	12.325	20.74
Tmem47	6.35	10.855
Alox5	0.68	1.155
March8	4.235	7.23
Myo3a	0.02	0.03
Wdr73	8.685	14.825
Nmb	4.235	7.27
Sec11a	39.62	68.085
Slc28a1	11.825	20.38
A930017K11Rik	0.01	0.01
Pigq	9.67	16.58
Rab40c	3.19	5.435
Mettl26	5.99	10.225
Mcrip2	2.125	3.63
Rhot2	9.695	16.655
Rhbdl1	0.415	0.72
Jmjd8	7.35	12.725
Wdr24	7.555	13.01
Fbxl16	0.34	0.585
Gng13	2.54	4.375
Prps2	7.115	12.14
Sdc3	1.64	2.78
Hadha	20.255	34.53
Il6	0.015	0.025
Tyms	22.99	39.07
Agbl1	0.005	0.01
Hspa4l	1.44	2.41
Plk4	13.59	23.215
Mfsd8	1.595	2.725
Larp1b	2.05	3.505
Jade1	56.43	96.415
D3Ertd751e	1.64	2.77
Crisp4	0	0
Crispld1	0.345	0.6
Gdap1	0.035	0.06
Ly96	0.28	0.465
Itih5	0.15	0.25
Atp5c1	72.065	121.93
Taf3	1.475	2.515
4930412O13Rik	0.065	0.11
Clec3b	0.03	0.055
Exosc7	17.45	29.82
Zdhhc3	8.2	13.97
Tgm4	0.055	0.095
St8sia2	0.08	0.13
Slco3a1	1.635	2.74
Pgm2	4.455	7.705
Slc25a10	7	11.885
Hgs	9.19	15.67
Rpl14	336.365	572.38
Rassf3	2.355	3.985
Ccr1	0	0
Ccdc7a	0	0
Itgb1	62.615	106.205
Nrp1	2.02	3.335
Pard3	6.29	10.715
Homer2	0.235	0.4
Dhtkd1	4.185	7.285
Sec61a2	13.435	23.045
Nudt5	13.695	23.2
Zfp282	1.2	2.035
Pdia4	95.365	163.31
Iscu	17.075	29.1
Pramel6	2.285	3.77
Pramel7	1.41	2.335
Fam20c	1.91	3.315
Prkar1b	0.555	0.915
Pdgfa	18.855	32.135
Dnaaf5	4.55	7.745
Get4	31.875	54.43
Xiap	4.28	7.255
Stag2	6.565	11.095
Cplx2	0.095	0.155
Higd2a	27.415	47.18
Nop16	13.29	22.51
Arl10	9.4	16.135
4833439L19Rik	10.975	18.66
Thoc3	15.525	26.17
Faf2	19.115	32.84
Tspan17	2.135	3.63
Unc5a	0.135	0.235
Hk3	0.01	0.02
Uimc1	15.745	26.78
Smad7	13.32	22.89
Myo5b	0.74	1.23
Casp12	0.175	0.295
Casp1	0.04	0.065
Snca	0.2	0.335
Gria4	0.32	0.545
Kbtbd3	0.305	0.515
Aasdhppt	6.725	11.34
Cwf19l2	3.7	6.26
Alkbh8	3.65	6.19
Rp1	0	0
Sox17	0.91	1.505
Lypla1	19.545	33.355
Oprk1	0.075	0.13
Rb1cc1	8.985	15.15
Sntg1	0.04	0.075
Adhfe1	0.18	0.31
Mybl1	3.275	5.59
Sgk3	0.985	1.665
Ppp1r42	0	0
Cops5	18.125	30.705
Stau2	0.735	1.24
Rdh10	2.03	3.43
Gm5045	0.1	0.165
Terf1	24.525	41.885
Tfap2b	0.02	0.035
Il17a	0	0
Msc	1.1	1.86
Paqr8	0.56	0.96
Eya1	0.315	0.54
Tmem14a	1.215	2.07
Gsta3	1.925	3.21
Tram1	21.315	36.255
Gm4956	0	0
Lactb2	6.855	11.57
Slco5a1	0.775	1.315
Ube2w	3.065	5.18
Tmem70	6.37	10.835
Crygf	0	0
Pth2r	0.02	0.035
Pikfyve	6.185	10.52
Idh1	8.35	13.995
Crygc	0.185	0.3
Akr1cl	0.225	0.37
Mettl21a	4.645	7.985
Creb1	6.3	10.835
Klf7	2.82	4.84
4933402D24Rik	0.025	0.035
Fastkd2	21.39	36.585
Mdh1b	0.03	0.05
Adam23	42.565	74.345
Eef1b2	385.085	658.3
Ndufs1	20.265	34.37
Nrp2	3.5	6.015
Maip1	2.825	4.835
Boll	0.645	1.11
Rftn2	0.105	0.18
Mob4	7.61	12.84
Hspd1	146.035	247.345
Coq10b	3.42	5.74
Sf3b1	32.51	55.18
Ccdc150	0.215	0.36
Slc39a10	19.97	34.43
Cps1	0.055	0.09
Slc40a1	0.585	0.98
Wdr75	27.095	45.99
Ikzf2	0.68	1.145
Lancl1	12.26	21.17
Acadl	1.045	1.775
Kansl1l	0.85	1.46
Rpe	16.355	27.855
Icos	0	0
Ctla4	0.005	0.005
Cd28	0.035	0.06
Raph1	8.34	14.225
Carf	1.045	1.79
Ica1l	0.4	0.69
Wdr12	14.38	24.25
Nop58	108.045	183.065
Sumo1	26.11	43.75
Cdk15	0.1	0.165
Als2	4.89	8.26
Stradb	0.515	0.87
Trak2	4.085	6.935
Casp8	0.46	0.77
Cflar	3.12	5.29
Ndufb3	25.945	44.19
Clk1	33.1	56.85
Ppil3	8.565	14.425
Nif3l1	6.475	10.975
Orc2	13.34	22.53
Sgo2a	6.355	10.84
Col5a2	4.99	8.165
Col3a1	5.84	9.605
Kdelc1	6.73	11.54
Ercc5	4.785	8.19
Tex30	5.835	9.815
1500015O10Rik	0.315	0.545
Khdrbs2	0.035	0.065
Slc9a2	0.05	0.085
Pih1d3	0	0
Ptp4a1	19.405	32.915
Slc9a4	0	0
Il18rap	0.165	0.275
Il1rl1	0	0
Il18r1	0.005	0.01
Il1r1	0.06	0.105
Il1r2	0.64	1.09
Map4k4	32.87	56.185
Npas2	0.05	0.085
Pdcl3	13.78	23.215
Chst10	1.465	2.54
Rev1	14.7	25.29
Eif5b	6.26	10.66
Lyg1	0.02	0.035
Mrpl30	23.55	39.9
Mitd1	4.125	7.005
2010300C02Rik	0.135	0.23
Stk17b	1.795	3.02
Asnsd1	9.26	15.66
Osgepl1	1.885	3.2
Ormdl1	7.085	12.055
Pms1	3.155	5.365
Mstn	0	0
Inpp1	1.11	1.89
Gls	18.67	31.665
Stat1	3.455	5.905
Nabp1	12.5	21.1
Tmeff2	0.185	0.31
Mgat4a	2.145	3.66
Unc50	15.605	26.7
Coa5	7.92	13.48
Inpp4a	1.01	1.74
Cnga3	1.645	2.865
Tmem131	17.905	30.765
Zap70	0.755	1.315
Sema4c	2.095	3.575
Plekhb2	2.495	4.23
Cfc1	0.135	0.23
Prss39	0.02	0.04
Ptpn18	0.705	1.19
Imp4	24.16	41.03
Dst	39.43	67.715
Prim2	7.85	13.34
Zfp142	3.435	5.86
Col19a1	0	0.005
Rhbdd1	3.605	6.215
Col9a1	0.015	0.03
Tm4sf20	0.01	0.02
Mff	13.655	23.085
Fam135a	3.005	5.14
Sdhaf4	4.18	7.1
Smap1	7.585	12.915
B3gat2	0.19	0.32
Ogfrl1	1.025	1.76
Agfg1	12.615	21.29
Nhej1	1.535	2.615
Sphkap	0.015	0.025
Ccl20	0.15	0.255
Wnt10a	0.185	0.315
Cyp27a1	0.595	1.05
Rnf25	5.415	9.14
Bcs1l	3.185	5.43
Plcd4	0.31	0.535
Cnot9	10.58	17.885
Vil1	0.27	0.465
Ctdsp1	3.795	6.46
Slc11a1	6.415	11.165
Pnkd	15.665	26.89
Cxcr2	0.025	0.045
Ppm1f	7.565	12.845
Tnp1	0.05	0.08
Igfbp5	0.36	0.6
Xrcc5	14.965	25.48
Tmem169	0.08	0.135
Pecr	3.305	5.655
Atic	24.175	40.94
Fn1	138.175	238.08
Bard1	3.64	6.195
Zfand2b	3.34	5.7
Abcb6	10.62	18.21
Ankzf1	6.91	11.95
Glb1l	1.425	2.445
Stk16	17.6	30.35
Tuba4a	26.085	44.545
Dnajb2	3.575	6.105
Ptprn	1.97	3.355
Slc23a3	0.04	0.065
Speg	5.315	8.925
Des	3.445	5.785
Dnpep	15.475	26.305
Obsl1	10.355	17.725
Stk11ip	7.125	12.295
Trip12	84.555	143.64
Slc16a14	0.175	0.295
Sp100	0.005	0.01
Itm2c	20.625	35.465
4933407L21Rik	0.01	0.025
Spata3	0.015	0.025
2810459M11Rik	0.13	0.22
Htr2b	0.035	0.06
Psmd1	31.99	53.925
Ncl	114.655	194.855
Epha4	26.25	45.11
Nmur1	0.015	0.03
Ptma	496.47	842.06
Pde6d	1.59	2.675
Cops7b	5.495	9.33
Nppc	0.2	0.345
Farsb	19.87	33.745
Alppl2	0.83	1.395
Ecel1	0.435	0.725
Mrpl44	7.97	13.475
Serpine2	8.185	13.895
Chrnd	0.02	0.03
Chrng	0.04	0.06
Eif4e2	42.03	71.125
Efhd1	0.33	0.56
Snorc	0.16	0.285
Ngef	0.215	0.365
Ndufa10	30.56	51.815
Rnpepl1	3.52	6.06
Capn10	8.33	14.34
Gpr35	0.065	0.11
Agxt	0.04	0.06
Mterf4	8.24	14.045
Pask	7.435	12.695
Ppp1r7	4.68	7.92
Sept2	30.62	51.73
Stk25	15.63	26.77
Bok	5.165	8.86
Thap4	10.22	17.505
Atg4b	7.305	12.405
Dtymk	66.925	114.345
Ing5	5.715	9.675
Pdcd1	0.07	0.12
Inpp5d	9.665	16.595
Atg16l1	14.89	25.52
Spp2	0.025	0.04
Iqca	0.045	0.075
Mlph	0.055	0.09
Rab17	0.145	0.245
Lrrfip1	5.645	9.52
Scly	2.55	4.34
Klhl30	0.415	0.7
Ilkap	14.145	24.19
Asb1	2.615	4.43
Cdh7	0.005	0.01
Hdac4	7.125	12.305
Serpinb8	0.2	0.34
Cln8	12.405	21.25
Relch	9	15.38
Tnfrsf11a	0.46	0.78
Htr4	0.01	0.02
Serpinb11	0.005	0.005
Slco6c1	0	0
Gin1	1.735	2.945
Pam	2.695	4.57
Slco6d1	0	0
Ccdc93	2.41	4.095
Actr3	28.05	47.185
Slc35f5	5.24	8.97
Gpr39	0.32	0.545
Lypd1	0.205	0.35
Tmem163	0.095	0.165
Acmsd	0.015	0.025
Ccnt2	13.505	23.145
Ubxn4	10.195	17.32
Lct	0.045	0.08
Mcm6	33.155	56.16
Dars	15.42	26.03
Rgs18	0	0
Rgs1	0	0
Rgs2	0.13	0.225
Cdc73	4.315	7.295
Cfh	0.045	0.075
F13b	0.03	0.055
Tsn	55.81	95.195
Nifk	15.555	26.24
Tfcp2l1	8.21	14.055
Epb41l5	3.27	5.605
Ptpn4	3.715	6.305
Dbi	50.14	85.03
Sctr	0.035	0.06
3110009E18Rik	1.46	2.46
Steap3	15.025	25.345
Marco	0	0
Nek7	2.29	3.85
Atp6v1g3	0.005	0.005
Ptprc	0.06	0.1
Nr5a2	6.395	11
Cd55	2.2	3.735
Cd55b	0.025	0.04
Ddx59	2.97	5.06
C4bp	0	0
Cacna1s	3.425	5.85
Pfkfb2	2.365	4.05
Tmem9	14.31	24.57
Pkp1	0.015	0.025
Tnnt2	0.355	0.58
Fcamr	0.025	0.04
Il20	0	0
Pigr	0.015	0.03
Tnni1	0.3	0.515
Il24	0.26	0.43
Csrp1	23.995	40.54
Gpr37l1	0.03	0.06
Srgap2	6.91	11.895
Arl8a	3.905	6.675
Eif2d	14.2	24.26
Ube2t	5.395	9.165
Rassf5	0.21	0.365
Avpr1b	0.005	0.005
Rab29	1.565	2.615
Nucks1	45.565	77.565
Slc45a3	1.42	2.43
Elk4	2.73	4.62
Cdk18	2.25	3.84
Rbbp5	10.195	17.435
Nfasc	3.115	5.425
Lrrn2	0.68	1.17
Pik3c2b	0.82	1.42
Chit1	0.05	0.085
Syt2	0.21	0.37
Klhl12	4.735	8.07
Cyb5r1	53.245	91.8
Adipor1	17.895	30.445
Ppfia4	4.99	8.695
Myog	0.055	0.095
Atp2b4	2.765	4.77
Tor1aip1	6.26	10.665
Lhx4	0.02	0.035
Xpr1	2.805	4.765
Stx6	5.36	9.125
Mr1	0.005	0.01
Glul	22.635	38.585
Rgs16	1.435	2.405
Lamc1	76.465	131.19
Lamc2	6.045	10.41
Ncf2	0.945	1.585
Rgl1	0.27	0.46
Fam129a	2.13	3.675
Rnf2	12.745	21.645
Coq8a	3.51	6.065
Cdc42bpa	4.55	7.745
Ahctf1	18.19	31
Tfb2m	3.275	5.53
Kif26b	0.165	0.27
Efcab2	0.41	0.705
Parp1	59.41	101.54
Mixl1	0.04	0.075
Acbd3	3.635	6.13
Cox20	3.485	5.905
Desi2	2.755	4.68
Sdccag8	1.115	1.905
Capn2	11.955	20.07
Trp53bp2	2.005	3.415
Srp9	15.055	25.345
Cnih3	0.06	0.105
Nvl	10.115	17.28
Tmem63a	4.66	8.085
Pycr2	28.615	49.05
Wdr64	0.235	0.4
Opn3	1	1.725
Fh1	24.325	41.435
Rgs7	0.02	0.03
Mptx1	0.01	0.02
Spta1	0.955	1.615
Ifi202b	0.265	0.43
Ifi211	0.11	0.175
Apcs	0	0
Dusp23	0.025	0.045
Cfap45	0.19	0.335
Tagln2	27.915	47.32
Slamf9	0.465	0.785
Copa	16.59	28.05
Dcaf8	11.98	20.48
Vangl2	7.815	13.505
Uck2	35.73	60.745
Fmo9	0	0
Tada1	1.135	1.93
Dusp27	13.635	23.33
Pou2f1	9.915	17.045
Mpzl1	11.995	20.375
Adcy10	0.035	0.055
Mpc2	4.685	7.905
Dcaf6	2.185	3.71
Tbx19	0.015	0.03
Xcl1	0	0
Dpt	0	0
Nme7	6.31	10.73
Atp1b1	15.095	25.94
Blzf1	4.19	7.105
Ccdc181	0.77	1.3
F5	0.21	0.365
Selp	0.04	0.07
Sell	0.015	0.025
Sele	0	0.01
Scyl3	3.37	5.795
Kifap3	4.165	7.05
Prrx1	0.15	0.245
Astn1	0.16	0.275
Sec16b	0.025	0.04
Tex35	0.01	0.015
Ralgps2	10.275	17.67
Abl2	8.95	15.27
Soat1	15.84	27.04
Axdnd1	0.09	0.16
Nphs2	0.005	0.01
Smyd2	11.71	19.855
Ptpn14	5.975	10.135
Cenpf	11.115	19.155
Kctd3	13.355	23.01
Ush2a	0.03	0.05
Esrrg	0.015	0.025
Spata17	0.075	0.125
Slc30a10	0.105	0.185
Eprs	39.89	67.75
Cr2	0.07	0.12
Bpnt1	11.97	20.325
Iars2	13.275	22.855
Mark1	0.73	1.245
Marc1	0.03	0.05
Nek2	10.535	17.935
Lpgat1	4.24	7.205
Ppp2r5a	10.065	17.16
Tmem206	2.365	4.05
Atf3	1.415	2.385
Batf3	0.43	0.725
Tatdn3	2.54	4.33
Angel2	4.655	7.93
Traf5	0.405	0.68
Irf6	0.91	1.565
Lamb3	0.665	1.14
Plxna2	0.95	1.635
Usf1	35.235	60.13
Nmt2	7.87	13.43
Acbd7	0.43	0.715
Olah	0.01	0.02
Suv39h2	4.74	8.09
Dclre1c	2.13	3.665
Cfap126	0	0
Meig1	0.015	0.025
Fam107b	2.82	4.715
Fcgr2b	0.715	1.235
Frmd4a	1.86	3.16
Dusp12	8.91	15.07
Sephs1	8.84	15.025
Atf6	7.58	12.98
Phyh	3.985	6.73
Uhmk1	3.365	5.675
Ucma	0.555	0.945
Mcm10	27.765	47.465
Uap1	4.605	7.835
Optn	1.01	1.72
Ddr2	1.375	2.325
Hsd17b7	3.25	5.54
Ccdc3	2.365	4.07
Rgs5	0.09	0.145
Enkur	0.045	0.075
Nuf2	6.395	10.85
Lmx1a	0.35	0.605
Aldh9a1	6.24	10.695
Mgst3	9.025	15.555
Fmo3	0	0
Fmo4	0.04	0.065
Mettl13	6.18	10.505
Vamp4	1.265	2.125
Myoc	0	0
Pigc	1.22	2.045
Tnfsf4	0.065	0.115
Prdx6	76.865	129.56
Klhl20	2.07	3.515
Nsun6	2.42	4.14
Cenpl	1.26	2.135
Dars2	8.32	14.18
Mrc1	0.15	0.265
Serpinc1	0.245	0.43
Stam	10.115	17.29
Rabgap1l	2.945	5.095
Trdmt1	1.47	2.48
Tnn	0.03	0.05
Cubn	2.305	3.78
Rsu1	14.07	23.97
Vim	195.425	325.44
4930562F07Rik	0	0
Pter	0.725	1.22
4921504E06Rik	0	0
Ptf1a	0	0
4930426L09Rik	0.025	0.045
Pip4k2a	0.59	0.985
Bmi1	2.53	4.27
Dnajc1	3.695	6.28
Mllt10	8.62	14.68
Plxdc2	2.955	5.065
Nek6	3.495	5.92
Psmb7	69.695	117.21
Nr5a1	0.02	0.03
Ppp6c	3.855	6.505
Golga1	1.74	2.955
Arpc5l	10.895	18.395
Orc4	11.21	19
Kif5c	8.41	14.335
Lypd6b	0.065	0.11
Mmadhc	11.27	19.12
Mindy3	7.895	13.435
Itga8	0.53	0.9
Il2ra	0.01	0.015
Spopl	3.185	5.43
Pfkfb3	4.28	7.28
4931423N10Rik	0.03	0.055
Yme1l1	33.79	57.61
Prkcq	0.015	0.025
Mastl	6.67	11.365
Acbd5	4.52	7.675
Abi2	5.855	9.985
Pdss1	6.615	11.295
Pkn3	4.56	7.82
Apbb1ip	0.03	0.055
Gad2	0.015	0.025
Zbtb43	6.98	11.895
Odf2	36.01	62.24
Slc2a8	10.62	18.585
Lrsam1	4.61	7.96
Fam129b	17.71	29.955
Stxbp1	1.105	1.9
Coq4	5.38	9.275
Med27	5.025	8.53
Ttf1	4.775	8.17
Barhl1	0.045	0.085
Ddx31	4.84	8.275
Ak8	0.085	0.145
Spaca9	0.04	0.065
Dpm2	8.76	14.87
St6galnac6	4.835	8.32
Tsc1	3.54	6.06
Eng	5.685	9.865
Gfi1b	0	0
Gtf3c5	4.49	7.68
Ak1	18.47	31.33
Cel	0.005	0.005
Slc25a25	5.08	8.665
Ptges2	5.995	10.27
Ralgds	4.47	7.685
Lcn2	0.02	0.03
Kcnj3	1.72	2.98
Dnm1	0.405	0.695
Nr4a2	0.095	0.165
Gpd2	14.255	24.39
Galnt5	0	0
Gbgt1	0.465	0.8
Ermn	0	0
1700007K13Rik	2.855	4.88
Cytip	0.055	0.09
Olfm1	0.895	1.545
Acvr1c	0	0
Fcnb	0	0
Acvr1	1.535	2.625
Col5a1	7.29	12.285
Upp2	0.135	0.235
Lamc3	0.03	0.055
Fibcd1	0.035	0.055
Abl1	8.885	15.13
Fubp3	19.32	32.725
Tor1b	15.01	25.635
Tor1a	17.525	30.05
BC005624	9.185	15.765
Crat	1.23	2.09
Usp20	2.22	3.825
Dolpp1	14.915	25.705
Ntmt1	10.815	18.505
Miga2	10.96	18.795
Sh3glb2	15.485	26.655
Hspa5	345.825	592.03
Kynu	0.095	0.16
Gapvd1	9.12	15.48
Psmd5	13.02	21.95
Cutal	0.065	0.115
Zeb2	1.62	2.705
Phf19	0.87	1.495
Hc	0.06	0.1
Traf1	0.17	0.29
Rab14	7.4	12.58
Gsn	28.265	47.3
Stom	2.495	4.285
4930568D16Rik	0	0
Dab2ip	12.755	21.95
Ttll11	0.055	0.085
Mrrf	1.99	3.39
Grb14	0.375	0.63
Rbm18	4.355	7.365
Lhx6	0.455	0.79
Gca	2.68	4.56
Morn5	0.01	0.02
Ndufa8	17.98	30.575
Ifih1	0.025	0.045
Slc4a10	0.03	0.045
Psmd14	27.635	46.485
Strbp	8.005	13.635
Wdr5	22.16	37.745
Brd3	6.125	10.45
Lcn4	0	0
Egfl7	28.17	48.5
Agpat2	15.42	26.55
Notch1	11.49	19.98
Sec16a	11.28	19.375
Inpp5e	2.525	4.275
Pmpca	30.365	51.625
Sdccag3	19.05	32.495
Card9	0.245	0.43
Gpsm1	2.475	4.185
1700019N19Rik	0.045	0.07
Nacc2	1.18	2.025
Camsap1	8.425	14.31
Lhx3	0.025	0.035
Lcn3	0	0
Lcn5	0	0
Fcna	0.005	0.01
Tmem141	1.79	3.085
Ccdc183	0.005	0.015
Mamdc4	0.795	1.405
Traf2	1.81	3.08
Lcn12	0	0
Abca2	3.425	5.925
Nmi	0.26	0.435
Neb	1.085	1.855
Sapcd2	9.095	15.675
Uap1l1	4.545	7.765
Dpp7	21.02	36.57
Grin1	1.03	1.82
Arl6ip6	16.925	28.945
Lrrc26	0.02	0.035
Tmem210	0	0
Anapc2	5.96	10.21
Ssna1	13.21	22.35
Fam166a	0.12	0.205
Rbms1	9.215	15.625
Itgb6	0.035	0.065
Arrdc1	4.025	6.95
Zmynd19	11.05	18.78
Dph7	5.695	9.77
Pax8	0.35	0.6
March7	18.325	31.05
Psd4	2.08	3.575
Ly75	7.15	12.46
Il1rn	0	0
Il1f5	0	0
Il1f6	0	0
Il1f8	0	0
Hnmt	0.01	0.015
Baz2b	5.08	8.705
